+-----------------+---------+--------------+---------+----------+--------+----------+----------+
| variable        |   count |   null_count |    mean |      std |    min |      max |   median |
| frndrac3        |   68846 |        67936 |       4 |        1 |      1 |        5 |        4 |
| frndrac4        |   68846 |        68126 |       4 |        1 |      1 |        5 |        4 |
| frndrac5        |   68846 |        68290 |       4 |        1 |      1 |        5 |        4 |
| friends         |   68846 |        67912 |       1 |        0 |      1 |        2 |        1 |
| numfrend        |   68846 |        68006 |       9 |       16 |      1 |       96 |        4 |
| numbwfrd        |   68846 |        68011 |       1 |        3 |      0 |       35 |        0 |
| bwfriend        |   68846 |        68401 |       2 |        0 |      1 |        2 |        2 |
| godsells        |   68846 |        67479 |       4 |        1 |      1 |        5 |        4 |
| godsport        |   68846 |        67457 |       2 |        1 |      1 |        5 |        2 |
| givecong        |   68846 |        67587 |     625 |     2500 |      0 |    60000 |       25 |
| giverel         |   68846 |        67563 |     185 |     1709 |      0 |    50000 |        0 |
| giveoth         |   68846 |        67562 |     257 |     1227 |      0 |    30000 |       20 |
| givearts        |   68846 |        68134 |       2 |        0 |      1 |        2 |        2 |
| relhrs1         |   68846 |        67446 |       9 |       19 |      0 |      200 |        2 |
| relhrs2         |   68846 |        67432 |       6 |       17 |      0 |      260 |        0 |
| numcong         |   68846 |        63106 |     857 |     1636 |      1 |     9996 |      300 |
| kid5up          |   68846 |        64609 |       1 |        0 |      1 |        2 |        1 |
| pubsch          |   68846 |        66288 |       1 |        0 |      1 |        2 |        1 |
| homesch         |   68846 |        68442 |       2 |        0 |      1 |        2 |        2 |
| cathsch         |   68846 |        68442 |       2 |        0 |      1 |        2 |        2 |
| chrissch        |   68846 |        68442 |       2 |        0 |      1 |        2 |        2 |
| denomsch        |   68846 |        68816 |       4 |        3 |      1 |       11 |        4 |
| relsch          |   68846 |        68442 |       2 |        0 |      1 |        2 |        2 |
| privsch         |   68846 |        68442 |       2 |        0 |      1 |        2 |        2 |
| othsch          |   68846 |        68442 |       2 |        0 |      1 |        2 |        2 |
| shoprel         |   68846 |        67415 |       2 |        0 |      1 |        2 |        2 |
| shopmove        |   68846 |        68288 |       2 |        0 |      1 |        2 |        2 |
| shopnum         |   68846 |        68308 |       3 |        2 |      0 |       22 |        3 |
| othchrch        |   68846 |        68241 |       3 |        1 |      1 |        4 |        3 |
| implives        |   68846 |        68210 |       2 |        1 |      1 |        4 |        2 |
| obeytch         |   68846 |        68228 |       3 |        1 |      1 |        4 |        3 |
| preach          |   68846 |        67984 |       2 |        1 |      1 |        5 |        2 |
| ferespct        |   68846 |        68001 |       2 |        1 |      1 |        5 |        2 |
| sympcoun        |   68846 |        68056 |       2 |        1 |      1 |        5 |        2 |
| wrkyoung        |   68846 |        68007 |       2 |        1 |      1 |        5 |        2 |
| worship         |   68846 |        67984 |       2 |        1 |      1 |        5 |        2 |
| ownthing        |   68846 |        66096 |       2 |        1 |      1 |        4 |        2 |
| talkback        |   68846 |        67501 |       2 |        1 |      1 |        4 |        2 |
| twoclass        |   68846 |        67538 |       3 |        1 |      1 |        4 |        3 |
| openmind        |   68846 |        67635 |       2 |        1 |      1 |        4 |        2 |
| whypoor1        |   68846 |        67510 |       2 |        1 |      1 |        3 |        2 |
| whypoor2        |   68846 |        67526 |       2 |        1 |      1 |        3 |        2 |
| whypoor3        |   68846 |        67516 |       2 |        1 |      1 |        3 |        2 |
| whypoor4        |   68846 |        67509 |       2 |        1 |      1 |        3 |        2 |
| socdif1         |   68846 |        67620 |       2 |        1 |      1 |        4 |        2 |
| socdif2         |   68846 |        67527 |       3 |        1 |      1 |        4 |        3 |
| socdif3         |   68846 |        67501 |       2 |        1 |      1 |        4 |        2 |
| socdif4         |   68846 |        67512 |       2 |        1 |      1 |        4 |        3 |
| wlthwhts        |   68846 |        47433 |       4 |        3 |      1 |       99 |        4 |
| wlthjews        |   68846 |        66402 |       3 |        1 |      1 |        7 |        3 |
| wlthblks        |   68846 |        47515 |       5 |        3 |      1 |       99 |        5 |
| wlthasns        |   68846 |        65052 |       4 |        1 |      1 |        7 |        4 |
| wlthhsps        |   68846 |        62845 |       5 |        6 |      1 |       99 |        5 |
| wlthso          |   68846 |        67610 |       4 |        1 |      1 |        7 |        4 |
| workwhts        |   68846 |        45826 |       4 |        1 |      1 |        7 |        4 |
| workjews        |   68846 |        66389 |       3 |        1 |      1 |        7 |        3 |
| workblks        |   68846 |        45897 |       4 |        4 |      1 |       99 |        4 |
| workasns        |   68846 |        65068 |       3 |        1 |      1 |        7 |        3 |
| workhsps        |   68846 |        60766 |       4 |        7 |      1 |       99 |        4 |
| workso          |   68846 |        67610 |       4 |        1 |      1 |        7 |        4 |
| violwhts        |   68846 |        66235 |       4 |        1 |      1 |        7 |        4 |
| violjews        |   68846 |        66425 |       5 |        1 |      1 |        7 |        4 |
| violblks        |   68846 |        66239 |       3 |        1 |      1 |        7 |        4 |
| violasns        |   68846 |        66437 |       4 |        1 |      1 |        7 |        4 |
| violhsps        |   68846 |        66362 |       4 |        1 |      1 |        7 |        4 |
| violso          |   68846 |        67630 |       4 |        1 |      1 |        7 |        4 |
| intlwhts        |   68846 |        47365 |       5 |        1 |      1 |        7 |        4 |
| intljews        |   68846 |        66376 |       5 |        1 |      1 |        7 |        5 |
| intlblks        |   68846 |        47394 |       4 |        5 |      1 |       99 |        4 |
| intlasns        |   68846 |        66415 |       5 |        1 |      1 |        7 |        4 |
| intlhsps        |   68846 |        62140 |       5 |        9 |      1 |       99 |        4 |
| intlso          |   68846 |        67616 |       4 |        1 |      1 |        7 |        4 |
| farewhts        |   68846 |        67544 |       3 |        1 |      1 |        7 |        3 |
| farejews        |   68846 |        67587 |       2 |        1 |      1 |        7 |        2 |
| fareblks        |   68846 |        67549 |       5 |        1 |      1 |        7 |        5 |
| fareasns        |   68846 |        67641 |       3 |        1 |      1 |        7 |        4 |
| farehsps        |   68846 |        67616 |       4 |        1 |      1 |        7 |        4 |
| fareso          |   68846 |        67627 |       3 |        1 |      1 |        7 |        4 |
| patrwhts        |   68846 |        67570 |       2 |        1 |      1 |        7 |        2 |
| patrjews        |   68846 |        67627 |       3 |        1 |      1 |        7 |        3 |
| patrblks        |   68846 |        67604 |       3 |        1 |      1 |        7 |        4 |
| patrasns        |   68846 |        67673 |       4 |        1 |      1 |        7 |        4 |
| patrhsps        |   68846 |        67651 |       4 |        1 |      1 |        7 |        4 |
| patrso          |   68846 |        67629 |       3 |        1 |      1 |        7 |        3 |
| livejews        |   68846 |        66196 |       3 |        1 |      1 |        5 |        3 |
| liveblks        |   68846 |        46884 |       3 |        1 |      1 |        5 |        3 |
| liveasns        |   68846 |        66205 |       3 |        1 |      1 |        5 |        3 |
| livehsps        |   68846 |        66180 |       3 |        1 |      1 |        5 |        3 |
| liveno          |   68846 |        68404 |       3 |        1 |      1 |        5 |        3 |
| liveso          |   68846 |        67954 |       3 |        1 |      1 |        5 |        3 |
| livewhts        |   68846 |        56195 |       2 |        1 |      1 |        5 |        3 |
| marjew          |   68846 |        66185 |       3 |        1 |      1 |        5 |        3 |
| marblk          |   68846 |        46830 |       3 |        1 |      1 |        5 |        3 |
| marasian        |   68846 |        51516 |       3 |        1 |      1 |        5 |        3 |
